Date,Adj Close,Close,High,Low,Open,Volume
2020-05-20,96.25,96.25,96.79000091552734,94.0199966430664,95.6500015258789,1980862
2020-05-21,96.69000244140625,96.69000244140625,97.45999908447266,95.5,97.44999694824219,1286795
2020-05-22,96.11000061035156,96.11000061035156,99.0,94.80000305175781,99.0,1872380
2020-05-26,96.20999908447266,96.20999908447266,98.0,84.5999984741211,98.0,2194246
2020-05-27,98.5999984741211,98.5999984741211,98.79000091552734,95.5199966430664,96.94999694824219,2916839
2020-05-28,100.37000274658203,100.37000274658203,100.69999694824219,98.69999694824219,98.94999694824219,2933846
2020-05-29,101.37999725341797,101.37999725341797,101.76000213623047,98.80000305175781,99.9000015258789,2556487
2020-06-01,104.41999816894531,104.41999816894531,105.27999877929688,102.0,102.0,3862486
2020-06-02,105.88999938964844,105.88999938964844,106.0,95.0,102.0,2967917
2020-06-03,106.36000061035156,106.36000061035156,107.83999633789062,106.11000061035156,106.87999725341797,3693773
2020-06-04,106.2699966430664,106.2699966430664,107.16999816894531,105.0999984741211,106.36000061035156,2256015
2020-06-05,107.66000366210938,107.66000366210938,107.94999694824219,106.25,106.2699966430664,1847782
2020-06-08,108.0999984741211,108.0999984741211,109.44999694824219,107.66999816894531,108.5,2765914
2020-06-09,106.8499984741211,106.8499984741211,109.0999984741211,106.5999984741211,109.0,2356586
2020-06-10,107.5199966430664,107.5199966430664,107.9000015258789,104.20999908447266,107.4000015258789,1833936
2020-06-11,105.30000305175781,105.30000305175781,107.87999725341797,105.11000061035156,107.05000305175781,2105891
2020-06-12,105.72000122070312,105.72000122070312,105.91000366210938,102.19999694824219,103.87000274658203,4921933
2020-06-15,104.51000213623047,104.51000213623047,105.72000122070312,103.38999938964844,105.6500015258789,3330215
2020-06-16,105.20999908447266,105.20999908447266,106.87000274658203,103.37000274658203,106.25,3829031
2020-06-17,104.91999816894531,104.91999816894531,106.0,104.31999969482422,104.93000030517578,4345818
2020-06-18,106.97000122070312,106.97000122070312,107.19999694824219,104.0999984741211,105.37999725341797,2874162
2020-06-19,108.79000091552734,108.79000091552734,109.0,106.0999984741211,107.80000305175781,4181289
2020-06-22,109.55999755859375,109.55999755859375,110.29000091552734,108.70999908447266,109.80000305175781,3664305
2020-06-23,111.0,111.0,111.27999877929688,109.25,110.0,3164075
2020-06-24,109.52999877929688,109.52999877929688,111.91000366210938,109.22000122070312,111.0,4180669
2020-06-25,109.05000305175781,109.05000305175781,109.94999694824219,108.01000213623047,109.0,5601668
2020-06-26,110.23999786376953,110.23999786376953,110.5999984741211,109.33000183105469,109.58000183105469,2440079
2020-06-29,109.73999786376953,109.73999786376953,111.0999984741211,108.72000122070312,110.23999786376953,1966389
2020-06-30,109.5199966430664,109.5199966430664,110.94999694824219,109.25,110.94999694824219,1667919
2020-07-01,111.04000091552734,111.04000091552734,111.19999694824219,108.75,110.91999816894531,1781342
2020-07-02,112.0999984741211,112.0999984741211,112.47000122070312,111.11000061035156,111.11000061035156,2697856
2020-07-03,112.51000213623047,112.51000213623047,112.88999938964844,112.13999938964844,112.6500015258789,1736490
2020-07-06,114.27999877929688,114.27999877929688,114.55999755859375,112.80000305175781,113.87999725341797,2874049
2020-07-07,114.6500015258789,114.6500015258789,114.97000122070312,113.43000030517578,114.27999877929688,2472941
2020-07-08,113.8499984741211,113.8499984741211,115.19999694824219,113.5999984741211,114.6500015258789,1888826
2020-07-09,115.06999969482422,115.06999969482422,115.19999694824219,113.8499984741211,113.8499984741211,1791188
2020-07-10,114.37999725341797,114.37999725341797,115.06999969482422,113.86000061035156,114.0999984741211,1703310
2020-07-13,114.86000061035156,114.86000061035156,117.0,114.26000213623047,117.0,2318031
2020-07-14,112.93000030517578,112.93000030517578,115.0999984741211,112.4000015258789,114.79000091552734,3298092
2020-07-15,112.97000122070312,112.97000122070312,114.98999786376953,112.61000061035156,113.98999786376953,3082694
2020-07-16,114.08000183105469,114.08000183105469,114.23999786376953,112.52999877929688,113.98999786376953,1849501
2020-07-17,115.80999755859375,115.80999755859375,116.16999816894531,114.1500015258789,114.9000015258789,2349481
2020-07-20,117.05999755859375,117.05999755859375,118.0,116.05000305175781,116.0999984741211,2990564
2020-07-21,118.54000091552734,118.54000091552734,118.7300033569336,116.80000305175781,117.16000366210938,3251989
2020-07-22,118.11000061035156,118.11000061035156,119.19999694824219,117.3499984741211,119.0,2531693
2020-07-23,119.08000183105469,119.08000183105469,119.19999694824219,117.11000061035156,118.9800033569336,1948030
2020-07-24,118.98999786376953,118.98999786376953,119.30000305175781,117.70999908447266,118.30000305175781,2172268
2020-07-27,118.38999938964844,118.38999938964844,119.94999694824219,118.0,118.98999786376953,1759243
2020-07-28,120.0199966430664,120.0199966430664,120.19000244140625,117.69999694824219,119.25,1684385
2020-07-29,119.26000213623047,119.26000213623047,135.60000610351562,118.80000305175781,135.60000610351562,1794840
2020-07-30,117.95999908447266,117.95999908447266,120.44999694824219,117.79000091552734,120.44999694824219,1906742
2020-07-31,118.0199966430664,118.0199966430664,118.5999984741211,116.01000213623047,116.01000213623047,1481516
2020-08-03,116.16999816894531,116.16999816894531,119.5,116.05000305175781,118.0199966430664,2746972
2020-08-04,118.0,118.0,118.1500015258789,116.25,116.30000305175781,1291694
2020-08-05,118.02999877929688,118.02999877929688,119.23999786376953,117.63999938964844,118.0199966430664,1407090
2020-08-06,119.0199966430664,119.0199966430664,119.68000030517578,118.18000030517578,118.94999694824219,1615399
2020-08-07,119.3499984741211,119.3499984741211,119.6500015258789,118.16000366210938,119.5999984741211,776576
2020-08-10,119.97000122070312,119.97000122070312,120.38999938964844,119.0999984741211,119.0999984741211,1036138
2020-08-11,120.44000244140625,120.44000244140625,120.9800033569336,120.05000305175781,120.9000015258789,755382
2020-08-12,120.33000183105469,120.33000183105469,120.75,119.2699966430664,120.25,892620
2020-08-13,120.48999786376953,120.48999786376953,121.44000244140625,119.91000366210938,121.2699966430664,1022353
2020-08-14,119.26000213623047,119.26000213623047,121.2699966430664,118.33000183105469,121.0,1546537
2020-08-17,119.87999725341797,119.87999725341797,120.9000015258789,119.0,120.44999694824219,1696680
2020-08-18,120.97000122070312,120.97000122070312,121.06999969482422,119.30000305175781,120.1500015258789,1675189
2020-08-19,121.12999725341797,121.12999725341797,122.5,121.0,122.5,3338356
2020-08-20,120.41999816894531,120.41999816894531,120.81999969482422,119.33000183105469,120.44999694824219,4239875
2020-08-21,121.11000061035156,121.11000061035156,121.98999786376953,120.5,121.98999786376953,684750
2020-08-24,122.0,122.0,139.3000030517578,121.11000061035156,122.48999786376953,1136194
2020-08-25,121.93000030517578,121.93000030517578,124.98999786376953,121.36000061035156,122.9800033569336,975015
2020-08-26,122.75,122.75,135.0,121.80000305175781,135.0,965666
2020-08-27,122.91000366210938,122.91000366210938,139.0,122.55000305175781,139.0,1149699
2020-08-28,124.04000091552734,124.04000091552734,129.0,122.9000015258789,129.0,1532042
2020-08-31,121.02999877929688,121.02999877929688,139.0,120.44999694824219,139.0,3949062
2020-09-01,122.1500015258789,122.1500015258789,134.8800048828125,120.0,134.8800048828125,1354038
2020-09-02,122.75,122.75,125.0,121.55999755859375,125.0,1206221
2020-09-03,122.7300033569336,122.7300033569336,129.8800048828125,122.11000061035156,129.8800048828125,990151
2020-09-04,121.12000274658203,121.12000274658203,122.05000305175781,102.26000213623047,121.25,1497942
2020-09-07,121.2699966430664,121.2699966430664,134.8800048828125,119.0,134.8800048828125,1011218
2020-09-08,120.8499984741211,120.8499984741211,133.8800048828125,120.6500015258789,133.8800048828125,1193139
2020-09-09,120.33999633789062,120.33999633789062,120.75,115.05000305175781,120.75,1567827
2020-09-10,121.94000244140625,121.94000244140625,129.0,116.80000305175781,129.0,1180882
2020-09-11,122.12999725341797,122.12999725341797,134.8800048828125,121.54000091552734,134.8800048828125,1149380
2020-09-14,122.12999725341797,122.12999725341797,127.0,121.5199966430664,127.0,1051377
2020-09-15,122.9000015258789,122.9000015258789,127.0,122.0999984741211,127.0,1137606
2020-09-16,123.70999908447266,123.70999908447266,141.3000030517578,120.0,141.3000030517578,1142239
2020-09-17,122.72000122070312,122.72000122070312,125.66000366210938,122.0,125.66000366210938,886681
2020-09-18,122.66000366210938,122.66000366210938,130.0,111.69999694824219,130.0,631382
2020-09-21,119.91999816894531,119.91999816894531,127.4000015258789,118.8499984741211,127.4000015258789,1765426
2020-09-22,118.91000366210938,118.91000366210938,125.0,115.0,115.0,1654611
2020-09-23,118.94999694824219,118.94999694824219,130.0,117.80000305175781,130.0,1291468
2020-09-24,115.76000213623047,115.76000213623047,120.0,115.55999755859375,120.0,2545877
2020-09-25,117.87000274658203,117.87000274658203,118.11000061035156,115.0,116.8499984741211,1640520
2020-09-28,119.75,119.75,120.0,117.91000366210938,120.0,1311060
2020-09-29,119.81999969482422,119.81999969482422,130.0,119.41000366210938,130.0,1496013
2020-09-30,119.93000030517578,119.93000030517578,122.41999816894531,118.55000305175781,122.0,1045812
2020-10-01,121.61000061035156,121.61000061035156,121.73999786376953,119.72000122070312,120.5,1429823
2020-10-05,122.37999725341797,122.37999725341797,125.0,120.05000305175781,125.0,2450876
2020-10-06,124.02999877929688,124.02999877929688,124.19999694824219,120.0,124.0,1563246
2020-10-07,124.88999938964844,124.88999938964844,127.44999694824219,116.5999984741211,127.44999694824219,1645537
2020-10-08,125.91000366210938,125.91000366210938,127.0,123.30000305175781,127.0,2178562
2020-10-09,126.98999786376953,126.98999786376953,130.0,125.69999694824219,130.0,2170213
2020-10-12,126.95999908447266,126.95999908447266,128.10000610351562,124.0,124.0,2384129
2020-10-13,127.0199966430664,127.0199966430664,130.0,126.0,129.0,1505033
2020-10-14,127.41999816894531,127.41999816894531,127.69000244140625,125.80000305175781,127.55000305175781,1702320
2020-10-15,124.80999755859375,124.80999755859375,128.0,124.0,128.0,3685080
2020-10-16,125.62000274658203,125.62000274658203,125.91999816894531,124.5999984741211,125.44000244140625,2100993
2020-10-19,126.80999755859375,126.80999755859375,130.0,124.61000061035156,130.0,1702514
2020-10-20,126.7699966430664,126.7699966430664,130.0,125.25,130.0,1244029
2020-10-21,126.9800033569336,126.9800033569336,130.0,125.41000366210938,130.0,1714840
2020-10-22,126.7300033569336,126.7300033569336,128.0,126.0,128.0,1185727
2020-10-23,127.11000061035156,127.11000061035156,128.0,126.7300033569336,128.0,1099448
2020-10-26,125.80999755859375,125.80999755859375,146.1999969482422,125.19999694824219,146.1999969482422,1653723
2020-10-27,126.80999755859375,126.80999755859375,129.99000549316406,109.5,109.5,1375549
2020-10-28,125.4000015258789,125.4000015258789,145.8000030517578,119.19999694824219,119.19999694824219,1802721
2020-10-29,124.72000122070312,124.72000122070312,139.0,124.0,129.5,1442980
2020-10-30,124.56999969482422,124.56999969482422,138.0,123.4000015258789,130.0,1694273
2020-11-02,124.37000274658203,124.37000274658203,127.69000244140625,123.4000015258789,127.69000244140625,2026545
2020-11-03,126.01000213623047,126.01000213623047,126.23999786376953,124.05000305175781,126.0,1278806
2020-11-04,127.02999877929688,127.02999877929688,139.0,114.69999694824219,139.0,1720136
2020-11-05,129.1199951171875,129.1199951171875,133.0,127.51000213623047,133.0,1799777
2020-11-06,130.61000061035156,130.61000061035156,130.8000030517578,126.51000213623047,129.0,2090661
2020-11-09,132.72999572753906,132.72999572753906,133.0,131.16000366210938,132.0,1575611
2020-11-10,134.72000122070312,134.72000122070312,144.6999969482422,132.94000244140625,144.6999969482422,2844216
2020-11-11,135.8300018310547,135.8300018310547,154.89999389648438,122.5999984741211,154.89999389648438,2626835
2020-11-12,135.25999450683594,135.25999450683594,144.6999969482422,134.64999389648438,144.6999969482422,1464974
2020-11-13,135.7899932861328,135.7899932861328,140.0,130.0,140.0,1675631
2020-11-14,136.39999389648438,136.39999389648438,140.0,123.5999984741211,123.5999984741211,901758
2020-11-17,137.38999938964844,137.38999938964844,154.8800048828125,136.50999450683594,154.8800048828125,2497489
2020-11-18,137.89999389648438,137.89999389648438,149.8800048828125,136.0,136.0,1932468
2020-11-19,136.25,136.25,143.8800048828125,120.0,120.0,2243961
2020-11-20,137.0,137.0,137.3300018310547,135.0,137.0,1597557
2020-11-23,137.75999450683594,137.75999450683594,149.0,136.6199951171875,149.0,1987751
2020-11-24,139.3800048828125,139.3800048828125,147.8800048828125,129.5,147.8800048828125,2727726
2020-11-25,137.38999938964844,137.38999938964844,154.74000549316406,137.1999969482422,154.74000549316406,2261085
2020-11-26,138.24000549316406,138.24000549316406,144.0,136.60000610351562,144.0,7689852
2020-11-27,138.3800048828125,138.3800048828125,150.0,133.0399932861328,150.0,1273581
2020-12-01,139.7899932861328,139.7899932861328,149.6999969482422,133.10000610351562,149.6999969482422,1452032
2020-12-02,139.9600067138672,139.9600067138672,154.0,138.60000610351562,154.0,1203053
2020-12-03,140.1199951171875,140.1199951171875,143.0,139.91000366210938,141.22999572753906,1344091
2020-12-04,141.27000427246094,141.27000427246094,143.1999969482422,139.9499969482422,143.1999969482422,1151089
2020-12-07,142.2899932861328,142.2899932861328,143.0,140.5,143.0,2265003
2020-12-08,142.86000061035156,142.86000061035156,154.0,141.3000030517578,154.0,1588215
2020-12-09,144.41000366210938,144.41000366210938,146.0,140.5,146.0,1490549
2020-12-10,143.82000732421875,143.82000732421875,154.0,143.0,154.0,1541066
2020-12-11,143.92999267578125,143.92999267578125,148.0,142.8000030517578,148.0,1557017
2020-12-14,144.32000732421875,144.32000732421875,145.6999969482422,143.4499969482422,144.99000549316406,2254461
2020-12-15,144.61000061035156,144.61000061035156,146.0,143.39999389648438,146.0,1565759
2020-12-16,145.82000732421875,145.82000732421875,159.0,144.0,159.0,1258149
2020-12-17,146.55999755859375,146.55999755859375,154.8000030517578,145.55999755859375,154.8000030517578,1116175
2020-12-18,146.9600067138672,146.9600067138672,159.0,145.39999389648438,159.0,1745336
2020-12-21,142.5,142.5,146.9600067138672,140.5500030517578,146.94000244140625,3192127
2020-12-22,143.82000732421875,143.82000732421875,146.39999389648438,129.6999969482422,146.39999389648438,2462353
2020-12-23,145.1199951171875,145.1199951171875,145.30999755859375,143.27999877929688,143.9499969482422,1280315
